FkkoCode,FkkoDescription,collection,disposal,placement,processing,transportation,utilization
31215375614,"Ткань фильтровальная лавсановая, загрязненная гидроксидом железа при очистке вод промывки оборудования производства хлора и каустика методом диафрагменного электролиза",0,0,0,0,0,0
31215900000,Прочие отходы производства галогенов,0,0,0,0,0,0
31215933524,"Отходы упаковки из бумаги и/или картона с полиэтиленовым вкладышем, загрязненной сырьем для производства хлора и каустика",0,0,0,0,0,0
31219000000,Прочие отходы производства химических элементов,0,0,0,0,0,0
31220000000,"""отходы производства неорганических кислот, кроме азотной кислоты (хлорида водорода;  олеума",0,0,0,0,0,0
31221000000,"Отходы производства хлорида водорода, кислоты соляной",0,0,0,0,0,0
31222000000,"Отходы производства олеума, кислоты серной",0,0,0,0,0,0
31222101494,Катализатор ванадиевый производства серной кислоты отработанный,0,0,0,0,0,0
31222102493,Катализатор ванадиевый производства серной кислоты с остаточным содержанием оксидов серы отработанный,0,0,0,0,0,0
31222201394,Отходы очистки жидкой серы при производстве серной кислоты,0,0,0,0,0,0
31222300000,"Отходы производства олеума, серной кислоты при утилизации отходящих газов производства черновой меди",0,0,0,0,0,0
31222301391,Осадок хлоридов ртути при очистке технологических газов медеплавильного производства от ртути раствором сулемы,0,0,0,0,0,0
31222311393,Осадок мышьяксодержащий обезвоженный очистки кислых стоков промывки отходящих газов производства черновой меди при их утилизации в производстве кислоты серной,0,0,0,0,0,0
31222312203,Осадок цинк- и свинецсодержащий обезвоженный очистки кислых стоков промывки отходящих газов производства черновой меди при их утилизации в производстве кислоты серной,0,0,0,0,0,0
31222351603,"Ткань фильтровальная из синтетических волокон, отработанная при обезвоживании осадка мышьяксодержащего очистки кислых стоков промывки отходящих газов производства черновой меди при их утилизации в производстве кислоты серной",0,0,0,0,0,0
31222352603,"Ткань фильтровальная из синтетических волокон, отработанная при обезвоживании осадка нейтрализации известковым молоком фильтрата обезвоживания осадка мышьяксодержащего очистки кислых стоков промывки отходящих газов производства черновой меди при их утилизации в производстве кислоты серной",0,0,0,0,0,0
31222400000,"Отходы производства олеума, серной кислоты при утилизации отходящих газов производства цинка",0,0,0,0,0,0
31222401391,"Осадок, содержащий ртуть и селен, мокрой очистки обжиговых газов цинкового производства при их утилизации в производстве кислоты серной",0,0,0,0,0,0
31222500000,"Отходы производства олеума, серной кислоты при утилизации отходящих газов производства никеля и меди",0,0,0,0,0,0
31222511103,"Кислота промывная, отработанная при мокрой очистке сернистых газов производств никеля и меди от пыли и серного ангидрида при их утилизации в производстве серной кислоты",0,0,0,0,0,0
31222512393,"Отходы очистки фильтрацией промывной серной кислоты, загрязненной при мокрой очистке сернистых газов получения файнштейна",0,0,0,0,0,0
31222513401,"Отходы очистки фильтрацией промывной серной кислоты, загрязненной при мокрой очистке сернистых газов получения никеля и меди из файнштейна, содержащие селен, нейтрализованные и высушенные",0,0,0,0,0,0
31222600000,"Отходы производства олеума, серной кислоты при утилизации серной кислоты отработанной",0,0,0,0,0,0
31222611424,Пыль газоочистки при термическом разложении серной кислоты отработанной для производства серной кислоты,0,0,0,0,0,0
31222721394,Отходы нейтрализации известковым молоком загрязненной промывной серной кислоты при производстве серной кислоты,0,0,0,0,0,0
31222800000,"Отходы при очистке сточных вод производства олеума, кислоты серной",0,0,0,0,0,0
31222821394,Осадок (шлам) нейтрализации известковым молоком сточных вод производства серной кислоты обезвоженный,0,0,0,0,0,0
31222822324,Осадок обводненный при нейтрализации сточных вод производства серной кислоты известковым молоком,0,0,0,0,0,0
31222851603,"Ткань фильтровальная из синтетических волокон, отработанная при обезвоживании осадка нейтрализации известковым молоком сточных вод производства серной кислоты",0,0,0,0,0,0
31222852604,"Ткань фильтровальная из синтетических волокон, отработанная при очистке кислых стоков производства серной кислоты",0,0,0,0,0,0
31222900000,"Отходы зачистки оборудования производства олеума, кислоты серной",0,0,0,0,0,0
31222911102,Жидкие отходы зачистки резервуаров хранения серной кислоты,0,0,0,0,0,0
31222912294,Отходы зачистки резервуаров хранения серной кислоты нейтрализованные,0,0,0,0,0,0
31222913404,Отходы зачистки технологического оборудования производства серной кислоты из жидкой серы,0,0,0,0,0,0
31222921393,Отходы зачистки оборудования производства серной кислоты из отходящих газов производства черновой меди,0,0,0,0,0,0
31222931394,"Отходы зачистки оборудования осушки и промывки сернистого газа, нейтрализованные карбонатом натрия, при производстве серной кислоты",0,0,0,0,0,0
31223000000,Отходы производства пентоксида фосфора,0,0,0,0,0,0
31224000000,Отходы производства кислот неорганических прочих,0,0,0,0,0,0
31224100000,Отходы производства фосфорной кислоты,0,0,0,0,0,0
31224111395,Отходы разложения природных фосфатов серной кислотой (фосфогипс) нейтрализованные при производстве фосфорной кислоты,0,0,0,0,0,0
31224121334,Отходы (осадок) нейтрализации фторсодержащих стоков при производстве фосфорной кислоты,1,1,1,1,1,0
31224122394,"Обезвоженный осадок нейтрализации фтор-, фосфатсодержащих стоков при производстве фосфорной кислоты",1,1,1,1,1,0
31224141604,"Ткань фильтровальная из синтетических волокон, отработанная при производстве фосфорной кислоты",0,0,0,0,0,0
31224151204,"Трубы полимерные, утратившие потребительские свойства при производстве фосфорной кислоты",1,1,1,1,1,0
31224200000,Отходы производства фтористоводородной (плавиковой) кислоты,0,0,0,0,0,0
31224211204,Осадок нейтрализации твердых отходов производства фтористоводородной кислоты известняковой пульпой,0,0,0,0,0,0
31224251404,"Кремнегель, отработанный в производстве фтористоводородной кислоты",0,0,0,0,0,0
31224300000,Отходы производства бромида водорода,0,0,0,0,0,0
31224351603,"Фильтровальный материал, отработанный при приготовлении раствора инициатора процесса бромирования",0,0,0,0,0,0
31225000000,Отходы производства диоксида кремния,0,0,0,0,0,0
31225831204,Отходы зачистки оборудования варки жидкого стекла при производстве белых саж,0,0,0,0,0,0
31226000000,Отходы производства диоксида серы,0,0,0,0,0,0
31227000000,Отходы производства силикагелей,0,0,0,0,0,0
31230000000,"""отходы производства щелочей, щелоков и прочих неорганических соединений, кроме аммиака (оксидов, гидроксидов и пероксидов  гидразина и гидроксиламина и их неорганических солей)""",0,0,0,0,0,0
31231000000,Отходы производства оксидов,0,0,0,0,0,0
31231211205,Отходы алюмогеля в его производстве незагрязненные,0,0,0,0,0,0
31231500000,Отходы производства оксида магния,0,0,0,0,0,0
31231521614,"Ткань фильтровальная из полиэфирного волокна, загрязненная пылью оксида магния при производстве оксида магния",0,0,0,0,0,0
31231571404,Отходы зачистки оборудования и просыпи в смеси при производстве оксида магния,0,0,0,0,0,0
31231711394,Отходы автоклавного выщелачивания шеелитовых вольфрамсодержащих концентратов сгущенные,0,0,0,0,0,0
31232000000,Отходы производства гидроксидов (прочие отходы производства каустика см. группы 3 12 152 и 3 12 153),0,0,0,0,0,0
31232100000,Отходы производства гидроксида натрия (соды каустической) ртутным (диафрагменным) методом,0,0,0,0,0,0
31232171333,Отходы зачистки емкостей хранения щелоков в производстве гидроксида натрия,0,0,0,0,0,0
31232500000,Отходы производства гидроксида магния,0,0,0,0,0,0
31232505404,Отходы очистки фильтров подготовки сырья для производства гидроксида магния,0,0,0,0,0,0
31232521614,"Ткань фильтровальная из полипропиленового волокна, загрязненная суспензией гидроксида магния при производстве гидроксида магния",0,0,0,0,0,0
31232522614,"Ткань фильтровальная из полиэфирного волокна, загрязненная пылью гидроксида магния при производстве гидроксида магния",0,0,0,0,0,0
31232523614,"Ткань фильтровальная из полиэфирного волокна, загрязненная раствором хлористого магния при его фильтрации в производстве гидроксида магния",0,0,0,0,0,0
31232571404,Отходы зачистки оборудования и просыпи в смеси при производстве гидроксида магния,0,0,0,0,0,0
31233000000,Отходы производства пероксидов,0,0,0,0,0,0
31234000000,"Отходы производства гидразина, гидроксиламина и их неорганических солей",0,0,0,0,0,0
31240000000,"""отходы производства галогенидов металлов  гипохлоритов, хлоратов и перхлоратов""",0,0,0,0,0,0
31241000000,Отходы производства хлоридов металлов,0,0,0,0,0,0
31241100000,Отходы производства хлорида магния,0,0,0,0,0,0
31241171204,Отходы зачистки оборудования упарки раствора магния хлористого в производстве магния хлористого,0,0,0,0,0,0
31241175404,Сметки хлористого магния в его производстве,0,0,0,0,0,0
31241178104,Солевой раствор при промывке оборудования производства хлорида магния,0,0,0,0,0,0
31241300000,Отходы производства хлоридов алюминия,0,0,0,0,0,0
31241331613,"Ткань фильтровальная из натуральных волокон, отработанная при фильтрации оксихлорида алюминия в его производстве",0,0,0,0,0,0
31241400000,Отходы производства хлоридов железа,0,0,0,0,0,0
31241431393,Отходы восстановления раствора хлорида железа (iii) в производстве хлорида железа (ii),0,0,0,0,0,0
31241432333,Осадок при отстаивании раствора хлорида железа (ii) в производстве хлорида железа (ii),0,0,0,0,0,0
31241435613,"Ткань фильтровальная из полиамидных волокон, отработанная при фильтрации хлорида железа (ii) в его производстве",0,0,0,0,0,0
31241500000,Отходы производства хлористого кальция и продукции на его основе,0,0,0,0,0,0
31241513394,Осадок обработки известняка соляной кислотой при производстве хлористого кальция,0,0,0,0,0,0
31241521395,Отходы фильтрации при очистке раствора хлористого кальция от механических примесей при производстве хлористого кальция,0,0,0,0,0,0
31241535205,Отходы чистки оборудования обработки известкового камня соляной кислотой в производстве хлористого кальция,0,0,0,0,0,0
31241551614,"Ткань фильтровальная из полиамидного волокна, отработанная при фильтрации шлама производства жидкого хлористого кальция",0,0,0,0,0,0
31241571393,Отходы чистки емкостей хранения хлористого кальция при производстве жидкого хлористого кальция,0,0,0,0,0,0
31241572204,Отходы чистки технологического оборудования производства хлористого кальция натрия модифицированного,0,0,0,0,0,0
31241591403,Просыпи хлористого кальция при производстве хлористого кальция и хлористого кальция натрия модифицированного,0,0,0,0,0,0
31241592403,Просыпи хлористого натрия при производстве хлористого кальция натрия модифицированного,0,0,0,0,0,0
31242000000,Отходы производства фторидов металлов,0,0,0,0,0,0
31242111404,Отходы кремнегеля при производстве фторида алюминия,0,0,0,0,0,0
31242511614,"Ткань фильтровальная полипропиленовая, отработанная при производстве фтористого алюминия",0,0,0,0,0,0
31242711334,Осадок нейтрализации кислых сточных вод производства фторидов металлов,0,0,0,0,0,0
31242821203,Отходы очистки технологического оборудования производства фтористого алюминия,0,0,0,0,0,0
31245000000,"Отходы производства гипохлоритов, хлоратов и перхлоратов",0,0,0,0,0,0
31245310000,Отходы производства перхлората аммония,0,0,0,0,0,0
31245311333,Отходы (осадок) фильтрации при очистке перхлората аммония в его производстве,0,0,0,0,0,0
31245312493,"Отходы (осадок) хлорида натрия при выпарке маточного раствора в производстве перхлората аммония из перхлората натрия, аммиака и соляной кислоты",0,0,0,0,0,0
31245330000,Отходы производства перхлората калия,0,0,0,0,0,0
31245333203,"Отходы фильтрации раствора перхлората калия в его производстве, содержащие соли бария и калия",0,0,0,0,0,0
31250000000,"""отходы производства сульфидов, сульфатов; нитратов, фосфатов и карбонатов""",0,0,0,0,0,0
31251000000,"Отходы производства сульфидов, сульфитов и сульфатов",0,0,0,0,0,0
31251551203,Осадок никельсодержащий обезвоженный при очистке раствора никелевого купороса мелом в производстве никелевого купороса,0,0,0,0,0,0
31251580000,Отходы производства сульфата натрия,0,0,0,0,0,0
31251581294,Отходы зачистки оборудования производства сульфата натрия,0,0,0,0,0,0
31251582403,Просыпи сульфата натрия при его транспортировании и фасовке,0,0,0,0,0,0
31251585393,Отходы фильтрации раствора сульфата натрия при его реагентной очистке от соединений хрома (vi) в производстве сульфата натрия,0,0,0,0,0,0
31252000000,"Отходы производства фосфинатов (гипофосфатов), фосфонатов (фосфитов), фосфатов, полифосфатов и нитратов (кроме калия)",0,0,0,0,0,0
31253000000,Отходы производства карбонатов,0,0,0,0,0,0
31253100000,Отходы производства карбоната натрия (соды кальцинированной),0,0,0,0,0,0
31253161614,"Фильтры рукавные, отработанные при газоочистке в производстве кальцинированной соды",0,0,0,0,0,0
31253171394,Отходы зачистки оборудования производства кальцинированной соды,0,0,0,0,0,0
31260000000,Отходы производства солей прочих металлов,0,0,0,0,0,0
31261000000,"""отходы производства солей оксометаллических и пероксометаллических кислот  драгоценных (благородных) металлов в коллоидном состоянии""",0,0,0,0,0,0
31261200000,Отходы производства хроматов,0,0,0,0,0,0
31261221393,Отходы фильтрации раствора монохромата натрия в производстве монохромата натрия,0,0,0,0,0,0
31261222393,Отходы фильтрации раствора монохромата натрия в производстве монохромата натрия с применением доломита,0,0,0,0,0,0
31261223204,"Отходы iii стадии фильтрации раствора монохромата натрия в его производстве обезвоженные, содержащие хром (vi) не более 4,5%",0,0,0,0,0,0
31261281393,Осадок механической очистки воды оборотного водоснабжения производства хромовых соединений,0,0,0,0,0,0
31261282394,Осадок реагентной очистки от соединений хрома (vi) смешанных сточных вод производств хромовых солей,0,0,0,0,0,0
31262000000,"""отходы производства соединений неорганических, не вошедшие в другие группы (включая дистиллированную воду)  амальгамы, кроме амальгам драгоценных металлов""",0,0,0,0,0,0
31262100000,"Отходы производства соединений неорганических, не вошедшие в другие группы",0,0,0,0,0,0
31262200000,Отходы производства воды дистиллированной,0,0,0,0,0,0
31262300000,"Отходы производства амальгам, кроме амальгам драгоценных металлов",0,0,0,0,0,0
31270000000,Отходы производства веществ химических неорганических основных прочих,0,0,0,0,0,0
31272000000,"""отходы производства цианидов, цианидоксидов и комплексных цианидов  фульминатов, цианатов и тиоцианатов",0,0,0,0,0,0
31272100000,"Отходы производства фульминатов, цианатов и тиоцианатов",0,0,0,0,0,0
31272101412,Пыль цианборгидрида натрия при производстве цианборгидрида натрия,0,0,0,0,0,0
31272131104,Отходы нейтрализации цианборсодержащих и циансодержащих соединений при производстве цианборгидрида натрия,0,0,0,0,0,0
31272200000,Отходы производства силикатов,0,0,0,0,0,0
31272215394,Отходы (осадок) отстаивания жидкого стекла в его производстве,0,0,0,0,0,0
31272300000,Отходы производства боратов,0,0,0,0,0,0
31272331603,"Ткань фильтровальная из смешанных волокон, отработанная при фильтрации боратов в их производстве",0,0,0,0,0,0
31272400000,Отходы производства перборатов,0,0,0,0,0,0
31272500000,"Отходы производства цианидов, цианидоксидов и комплексных цианидов",0,0,0,0,0,0
31272513393,"Отходы зачистки оборудования для абсорбции цианида водорода едким натром при производстве цианида натрия, содержащие преимущественно карбонаты кальция и магния",0,0,0,0,0,0
31272600000,Отходы производства алюмосиликатов,0,0,0,0,0,0
31272621335,Осадок при промывке цеолитов в их производстве,0,0,0,0,0,0
31272900000,Отходы производства солей неорганических кислот или пероксикислот прочих,0,0,0,0,0,0
31273000000,Отходы производства пероксида водорода (перекиси водорода),0,0,0,0,0,0
31273711614,"Ткань фильтровальная хлопчатобумажная, отработанная при очистке раствора перекиси водорода от сульфата бария при производстве перекиси водорода",0,0,0,0,0,0
31273712604,"Ткань фильтровальная из натуральных волокон, отработанная при очистке отработанных растворов и вод промывки оборудования производства перекиси водорода при его пассивации",0,0,0,0,0,0
31273811404,Осадок при очистке фильтрацией отработанных растворов и вод промывки оборудования производства перекиси водорода при его пассивации,0,0,0,0,0,0
31274000000,"Отходы производства фосфидов, карбидов, гидридов, нитридов, азидов, силицидов и боридов",0,0,0,0,0,0
31274711313,"Отходы регенерации диэтиланилина, содержащие хлорид натрия, при производстве диборана",0,0,0,0,0,0
31274712313,"Отходы регенерации отработанного диэтиланилина, содержащие борнометиловый эфир, при производстве диборана",0,0,0,0,0,0
31274721313,Кубовый остаток производства боргидрида натрия,0,0,0,0,0,0
31275000000,"Отходы производства соединений редкоземельных металлов, иттрия или скандия",0,0,0,0,0,0
31275121414,Отходы порошка титаната диспрозия в его производстве,0,0,0,0,0,0
31275511614,Войлок лавсановый отработанный при фильтрации растворов в производстве карбонатов редкоземельных элементов,0,0,0,0,0,0
31275611604,"Ткань фильтровальная из натуральных волокон, отработанная при очистке воздуха в производстве редкоземельных металлов",0,0,0,0,0,0
31275711614,"Ткань фильтровальная полипропиленовая, отработанная при очистке сточных вод производства карбонатов редкоземельных металлов",1,1,1,1,1,0
31275811395,Осадок очистки сточных вод производства карбонатов редкоземельных металлов кальцинированной содой,0,0,0,0,0,0
31276000000,"Отходы производства серы, кроме сублимированной, осажденной и коллоидной",0,0,0,0,0,0
31277000000,Отходы производства пиритов обожженных (колчедана серного обожженного),0,0,0,0,0,0
31278000000,"""отходы производства кварца пьезоэлектрического;  прочих камней синтетических или восстановленных драгоценных или полудрагоценных необработанных""",0,0,0,0,0,0
31278100000,Отходы производства кварца пьезоэлектрического,0,0,0,0,0,0
31278110000,Отходы производства синтетических кристаллов кварца,0,0,0,0,0,0
31278111104,"Раствор водно-содовый, отработанный при выращивании синтетических кристаллов кварца",0,0,0,0,0,0
31278118334,Осадок нейтрализации серной кислотой сточных вод производства синтетических кристаллов кварца обезвоженный,0,0,0,0,0,0
31280000000,Прочие отходы при производстве основных неорганических химических веществ,0,0,0,0,0,0
31280100000,Прочие отходы при производстве фосфорной кислоты и прочих фосфорсодержащих неорганических соединений,0,0,0,0,0,0
31280101394,Отходы зачистки оборудования при производстве фосфорной кислоты и прочих фосфорсодержащих неорганических соединений,0,0,0,0,0,0
31280200000,Прочие отходы при производстве фтористоводородной кислоты и прочих фторсодержащих неорганических соединений,0,0,0,0,0,0
31280211204,"Отходы зачистки пылегазоочистного оборудования производства фтористоводородной кислоты и фторидов металлов, содержащие фториды металлов менее 3%",0,0,0,0,0,0
31280231714,Смет помещений производства фтористоводородной кислоты и фторидов металлов (содержание фторидов металлов менее 3%),0,0,0,0,0,0
31283200000,Прочие отходы при производстве хлора и каустика ртутным методом,0,0,0,0,0,0
31283211333,Осадок физико-химической очистки от ртути сточных вод производств хлора и каустика ртутным методом обезвоженный,0,0,0,0,0,0
31283251604,"Ткань полиэфирная, отработанная при фильтрации осадка очистки сточных вод производств хлора и каустика ртутным методом",0,0,0,0,0,0
31283261334,"Осадок отстаивания рассола, отработанного при регенерации фильтра очистки анолита в производстве хлора и каустика ртутным методом",0,0,0,0,0,0
31283271333,Отходы ртутьсодержащие при зачистке оборудования производства хлора и каустика ртутным методом,0,0,0,0,0,0
31293211203,Неорганический остаток термической регенерации металлической ртути из ртутьсодержащих отходов производства хлора и каустика ртутным методом,0,0,0,0,0,0
31300000000,Отходы производства основных органических химических веществ прочих,0,0,0,0,0,0
31301000000,Отходы при получении промежуточных продуктов для производства основных органических химических веществ прочих,0,0,0,0,0,0
31301110000,Отходы получения бисамина,0,0,0,0,0,0
31301111102,Кубовый остаток ректификации бисамина,0,0,0,0,0,0
31301112103,Фузельная вода при получении бисамина,0,0,0,0,0,0
31301200000,Отходы получения сжатого осушенного углекислого газа,0,0,0,0,0,0
31301212293,"Силикагель со следами моноэтаноламина, отработанный при осушке углекислого газа",0,0,0,0,0,0
31302000000,Отходы при подготовке сырья для производства основных органических химических веществ прочих,0,0,0,0,0,0
31302010000,Отходы при подготовке бутилен-изобутиленовой фракции,0,0,0,0,0,0
31302011104,Воды технологические от отмывки бутилен-изобутиленовой фракции от азотсодержащих соединений,0,0,0,0,0,0
31310000000,Отходы производства углеводородов и их производных,0,0,0,0,0,0
31311000000,Отходы производства углеводородов ациклических насыщенных,0,0,0,0,0,0
31312000000,Отходы производства углеводородов ациклических ненасыщенных,0,0,0,0,0,0
31312100000,Отходы производства ацетилена,0,0,0,0,0,0
31312101393,Отходы регенерации n-метилпирролидона в производстве ацетилена,0,0,0,0,0,0
31312102494,Отходы зачистки оборудования производства ацетилена,0,0,0,0,0,0
31312121494,"Песок, загрязненный n-метилпирролидоном, отработанный при зачистке пластин теплообменников производства ацетилена",1,1,1,1,1,0
31312200000,Отходы производства пиперилена,0,0,0,0,0,0
31312201102,Кубовый остаток ректификации пиперилена,0,0,0,0,0,0
31312300000,Отходы производства этилена и пропилена,0,0,0,0,0,0
31312331103,Отходы щелочной очистки пирогаза от соединений серы и двуокиси углерода в производстве этилена и пропилена,0,0,0,0,0,0
31312332204,"Кокс, отработанный при очистке газов пиролиза пропан-бутановой фракции в производстве этилена",0,0,0,0,0,0
31312333323,Жидкие углеводороды при экстрагировании и отстое отходов щелочной очистки пирогаза в производстве этилена и пропилена,0,0,0,0,0,0
31312341102,"Отходы компримирования газов пиролиза, содержащие углеводороды c5 и более, при производстве этилена и пропилена из бензина",0,0,0,0,0,0
31312351313,Водная эмульсия отстоя тяжелой пиролизной смолы в производстве этилена и пропилена,0,0,0,0,0,0
31312381204,Продукты полимеризации кубового остатка ректификации этилена при пропарке и зачистке кипятильного оборудования,0,0,0,0,0,0
31312382204,Коксовые отложения при зачистке технологического оборудования производства этилена,0,0,0,0,0,0
31312383394,Отходы зачистки емкостей сбора сточных вод производства этилена обводненные (содержание углеводородов менее 15%),0,0,0,0,0,0
31312384313,Отходы зачистки оборудования для сбора жидких углеводородов при отстаивании сточных вод производства этилена,0,0,0,0,0,0
31312386204,Кокс при зачистке оборудования пиролиза и фракционирования пирогаза производства этилена и пропилена из бензина,0,0,0,0,0,0
31312389393,"Смесь отходов очистки оборудования хранения сырья, очистки сточных вод, сжигания отходов в производстве этилена и пропилена",0,0,0,0,0,0
31312400000,Отходы производства бутилена,0,0,0,0,0,0
31312472394,"Отходы мокрой очистки газов дегидрирования изобутана в производстве изобутилена, содержащие катализатор алюмохромовый",0,0,0,0,0,0
31312481204,Продукты полимеризации этилена при пропарке и зачистке оборудования процесса димеризации этилена в производстве альфа-бутилена,0,0,0,0,0,0
31312482102,Отходы зачистки оборудования в производстве альфа-бутилена,0,0,0,0,0,0
31312483102,Отходы промывки углеводородами и зачистки оборудования в производстве бутена-1,0,0,0,0,0,0
31312491204,Отходы сжигания продуктов полимеризации этилена при пропарке и зачистке оборудования процесса димеризации этилена в производстве альфа-бутилена,0,0,0,0,0,0
31312500000,Отходы производства альфа-олефинов,0,0,0,0,0,0
31312531312,"Изомеры альфа-олефинов при рекуперации аминов в производстве линейных альфа-олефинов, загрязненные аминами",0,0,0,0,0,0
31312533103,Жидкость кубовая при выделении альфа-олефинов в их производстве,0,0,0,0,0,0
31313000000,Отходы производства углеводородов циклических,0,0,0,0,0,0
31313100000,Отходы производства углеводородов ароматических с одним бензольным кольцом,0,0,0,0,0,0
31313110000,Отходы производства бензола,0,0,0,0,0,0
31313113313,Кубовые остатки ректификации сырого бензола,0,0,0,0,0,0
31313115204,"Глина отбеливающая, отработанная при очистке бензола от тиофена и непредельных соединений в его производстве",0,0,0,0,0,0
31313117203,Отходы зачистки оборудования ректификации бензола сырого каменноугольного,0,0,0,0,0,0
31313140000,Отходы производства ксилола,0,0,0,0,0,0
31313150000,Отходы производства стирола,0,0,0,0,0,0
31313151103,Бензальдегидная фракция ректификации легкой и тяжелой фракции эпоксидата в совместном производстве стирола и оксида пропилена,0,0,0,0,0,0
31313152103,Легкая фракция ректификации нейтрализованной и промытой тяжелой фракции эпоксидата в совместном производстве стирола и оксида пропилена,0,0,0,0,0,0
31313153102,Кубовый остаток при выделении оксида пропилена из легкой фракции эпоксидата ректификацией в совместном производстве стирола и оксида пропилена,0,0,0,0,0,0
31313154313,Остаток при выделении метилфенилкарбинола из тяжелой фракции эпоксидата в роторно-пленочном испарителе в совместном производстве стирола и оксида пропилена,0,0,0,0,0,0
31313155313,Отходы доочистки метилфенилкарбинола на роторно-пленочном испарителе в совместном производстве стирола и оксида пропилена,0,0,0,0,0,0
31313156313,Отходы доочистки ацетофенона на роторно-пленочном испарителе в совместном производстве стирола и оксида пропилена,0,0,0,0,0,0
31313157313,Смесь углеводородов при отстое загрязненных сточных вод совместного производства стирола и оксида пропилена,0,0,0,0,0,0
31313158393,Отходы зачистки оборудования для выделения азеотропа метилфенилкарбинола и ацетофенона в совместном производстве стирола и оксида пропилена,0,0,0,0,0,0
31313159333,Отходы зачистки оборудования для приготовления молибденсодержащего катализатора в совместном производстве стирола и оксида пропилена,0,0,0,0,0,0
31313160000,Отходы производства этилбензола,0,0,0,0,0,0
31313170000,Отходы производства кумола,0,0,0,0,0,0
31313177103,Жидкие отходы нейтрализации гидроксидом натрия кислых продуктов алкилирования при производстве изопропилбензола (кумола) с применением катализатора на основе хлористого алюминия,0,0,0,0,0,0
31313190000,Прочие отходы производства углеводородов ароматических с одним бензольным кольцом,0,0,0,0,0,0
31313191303,Смесь отходов зачистки оборудования производства стирола и совместного производства стирола и оксида пропилена,0,0,0,0,0,0
31313200000,Отходы производства углеводородов ароматических с двумя или более несконденсированными бензольными кольцами,0,0,0,0,0,0
31313300000,Отходы производства углеводородов ароматических с двумя или более сконденсированными бензольными кольцами,0,0,0,0,0,0
31313310000,Отходы производства нафталина,0,0,0,0,0,0
